Election_ID,account_id,candidate_account_id,Profit_demand,Stakes,Status,Remarks
1,node_0115,node_0223,1.42,6795,active,voter (Total-weighted random choice)
1,node_0116,node_0476,0.62,4421,active,voter (Total-weighted random choice)
1,node_0117,node_0378,1.35,6317,active,voter (Total-weighted random choice)
1,node_0118,node_0473,0.71,3694,active,voter (Total-weighted random choice)
1,node_0119,node_0466,1.27,5778,active,voter (Total-weighted random choice)
1,node_0120,node_0475,1.50,3702,active,voter (Total-weighted random choice)
1,node_0121,node_0130,0.96,6578,active,voter (Total-weighted random choice)
1,node_0122,node_0378,0.75,4623,active,voter (Total-weighted random choice)
1,node_0123,node_0476,0.59,8835,active,voter (Total-weighted random choice)
1,node_0124,node_0253,0.80,1939,active,voter (Total-weighted random choice)
1,node_0125,node_0326,1.38,2975,active,voter (Total-weighted random choice)
1,node_0126,node_0378,0.66,676,active,voter (Total-weighted random choice)
1,node_0127,node_0397,1.21,5713,active,voter (Total-weighted random choice)
1,node_0128,node_0484,1.25,7199,active,voter (Total-weighted random choice)
1,node_0129,node_0285,0.60,6361,active,voter (Total-weighted random choice)
1,node_0130,node_0130,1.00,4223,active,self-vote (candidate self-stake)
1,node_0131,node_0442,0.75,77,active,voter (Total-weighted random choice)
1,node_0132,node_0130,1.00,6017,active,voter (Total-weighted random choice)
1,node_0133,node_0468,1.28,5193,active,voter (Total-weighted random choice)
1,node_0134,node_0370,0.98,4970,active,voter (Total-weighted random choice)
1,node_0135,node_0077,1.42,5394,active,voter (Total-weighted random choice)
1,node_0136,node_0253,1.03,9133,active,voter (Total-weighted random choice)
1,node_0137,node_0397,1.17,6261,active,voter (Total-weighted random choice)
1,node_0138,node_0397,1.34,9374,active,voter (Total-weighted random choice)
1,node_0139,node_0194,1.25,5028,active,voter (Total-weighted random choice)
1,node_0140,node_0253,1.18,9552,active,voter (Total-weighted random choice)
1,node_0141,node_0192,0.89,7668,active,voter (Total-weighted random choice)
1,node_0142,node_0312,1.16,8425,active,voter (Total-weighted random choice)
1,node_0143,node_0039,0.95,1439,active,voter (Total-weighted random choice)
1,node_0144,node_0083,0.86,1580,active,voter (Total-weighted random choice)
1,node_0145,node_0451,0.72,5135,active,voter (Total-weighted random choice)
1,node_0146,node_0289,0.63,2464,active,voter (Total-weighted random choice)
1,node_0147,node_0289,1.34,7834,active,voter (Total-weighted random choice)
1,node_0148,node_0480,0.52,7511,active,voter (Total-weighted random choice)
1,node_0149,node_0473,1.39,6341,active,voter (Total-weighted random choice)
1,node_0150,node_0314,0.72,2467,active,voter (Total-weighted random choice)
1,node_0151,node_0279,0.81,1796,active,voter (Total-weighted random choice)
1,node_0152,node_0370,1.29,2931,active,voter (Total-weighted random choice)
1,node_0153,node_0403,0.68,872,active,voter (Total-weighted random choice)
1,node_0154,node_0367,1.02,7528,active,voter (Total-weighted random choice)
1,node_0155,node_0475,0.67,8752,active,voter (Total-weighted random choice)
1,node_0156,node_0026,1.19,7301,active,voter (Total-weighted random choice)
1,node_0157,node_0463,1.24,9026,active,voter (Total-weighted random choice)
1,node_0158,node_0253,0.98,7827,active,voter (Total-weighted random choice)
1,node_0159,node_0083,1.48,4593,active,voter (Total-weighted random choice)
1,node_0160,node_0039,0.62,3969,active,voter (Total-weighted random choice)
1,node_0161,node_0466,1.19,4731,active,voter (Total-weighted random choice)
1,node_0162,node_0400,0.87,5288,active,voter (Total-weighted random choice)
1,node_0163,node_0376,0.50,2317,active,voter (Total-weighted random choice)
1,node_0164,node_0370,1.39,2553,active,voter (Total-weighted random choice)
1,node_0165,node_0484,1.05,6847,active,voter (Total-weighted random choice)
1,node_0166,node_0083,0.61,6862,active,voter (Total-weighted random choice)
1,node_0167,node_0010,0.65,6431,active,voter (Total-weighted random choice)
1,node_0168,node_0352,0.89,9482,active,voter (Total-weighted random choice)
1,node_0169,node_0077,0.51,5813,active,voter (Total-weighted random choice)
1,node_0170,node_0376,1.15,6915,active,voter (Total-weighted random choice)
1,node_0171,node_0016,1.20,8049,active,voter (Total-weighted random choice)
1,node_0172,node_0192,0.67,8006,active,voter (Total-weighted random choice)
1,node_0173,node_0279,1.29,6674,active,voter (Total-weighted random choice)
1,node_0174,node_0279,1.15,2141,active,voter (Total-weighted random choice)
1,node_0175,node_0052,1.18,6505,active,voter (Total-weighted random choice)
1,node_0176,node_0459,1.45,1425,active,voter (Total-weighted random choice)
1,node_0177,node_0010,0.81,7614,active,voter (Total-weighted random choice)
1,node_0178,node_0083,1.29,6261,active,voter (Total-weighted random choice)
1,node_0179,node_0476,1.17,5405,active,voter (Total-weighted random choice)
1,node_0180,node_0067,1.20,4608,active,voter (Total-weighted random choice)
1,node_0181,node_0397,1.12,4183,active,voter (Total-weighted random choice)
1,node_0182,node_0442,1.28,367,active,voter (Total-weighted random choice)
1,node_0183,node_0194,1.12,5783,active,voter (Total-weighted random choice)
1,node_0184,node_0312,1.40,709,active,voter (Total-weighted random choice)
1,node_0185,node_0383,1.11,3316,active,voter (Total-weighted random choice)
1,node_0186,node_0442,0.70,3958,active,voter (Total-weighted random choice)
1,node_0187,node_0403,0.56,9290,active,voter (Total-weighted random choice)
1,node_0188,node_0442,0.92,4248,active,voter (Total-weighted random choice)
1,node_0189,node_0279,1.30,9976,active,voter (Total-weighted random choice)
1,node_0190,node_0052,0.57,2733,active,voter (Total-weighted random choice)
1,node_0191,node_0403,1.50,9531,active,voter (Total-weighted random choice)
1,node_0192,node_0192,1.00,9483,active,self-vote (candidate self-stake)
1,node_0193,node_0459,1.11,6548,active,voter (Total-weighted random choice)
1,node_0194,node_0194,1.00,1295,active,self-vote (candidate self-stake)
1,node_0195,node_0487,0.69,1719,active,voter (Total-weighted random choice)
1,node_0196,node_0223,1.01,9887,active,voter (Total-weighted random choice)
1,node_0197,node_0304,1.07,5738,active,voter (Total-weighted random choice)
1,node_0198,node_0194,0.68,1179,active,voter (Total-weighted random choice)
1,node_0199,node_0312,1.27,257,active,voter (Total-weighted random choice)
1,node_0200,node_0253,1.32,1779,active,voter (Total-weighted random choice)
1,node_0201,node_0010,0.98,7582,active,voter (Total-weighted random choice)
1,node_0202,node_0376,0.93,2935,active,voter (Total-weighted random choice)
1,node_0203,node_0047,0.63,8867,active,voter (Total-weighted random choice)
1,node_0204,node_0293,0.70,7186,active,voter (Total-weighted random choice)
1,node_0205,node_0367,1.37,5330,active,voter (Total-weighted random choice)
1,node_0206,node_0206,1.00,4619,active,self-vote (candidate self-stake)
1,node_0207,node_0367,1.36,7663,active,voter (Total-weighted random choice)
1,node_0208,node_0289,0.54,5561,active,voter (Total-weighted random choice)
1,node_0209,node_0209,1.00,3029,active,self-vote (candidate self-stake)
1,node_0210,node_0466,1.40,4282,active,voter (Total-weighted random choice)
1,node_0211,node_0077,0.90,9156,active,voter (Total-weighted random choice)
1,node_0212,node_0010,1.39,1452,active,voter (Total-weighted random choice)
1,node_0213,node_0304,0.70,8054,active,voter (Total-weighted random choice)
1,node_0214,node_0067,0.62,7850,active,voter (Total-weighted random choice)
1,node_0215,node_0304,0.69,7392,active,voter (Total-weighted random choice)
1,node_0216,node_0459,1.31,4870,active,voter (Total-weighted random choice)
1,node_0217,node_0352,1.29,5066,active,voter (Total-weighted random choice)
1,node_0218,node_0476,1.26,7803,active,voter (Total-weighted random choice)
1,node_0219,node_0468,0.58,7021,active,voter (Total-weighted random choice)
1,node_0220,node_0083,1.37,5814,active,voter (Total-weighted random choice)
1,node_0221,node_0253,0.92,5073,active,voter (Total-weighted random choice)
1,node_0222,node_0452,0.56,3205,active,voter (Total-weighted random choice)
1,node_0223,node_0223,1.00,3188,active,self-vote (candidate self-stake)
1,node_0224,node_0326,0.93,4580,active,voter (Total-weighted random choice)
1,node_0225,node_0397,0.65,1697,active,voter (Total-weighted random choice)
1,node_0226,node_0370,0.99,3777,active,voter (Total-weighted random choice)
1,node_0227,node_0480,0.59,281,active,voter (Total-weighted random choice)
1,node_0228,node_0370,1.30,4544,active,voter (Total-weighted random choice)
1,node_0229,node_0480,1.31,9116,active,voter (Total-weighted random choice)
1,node_0230,node_0312,1.04,8092,active,voter (Total-weighted random choice)
1,node_0231,node_0376,1.41,9455,active,voter (Total-weighted random choice)
1,node_0232,node_0304,0.99,7266,active,voter (Total-weighted random choice)
1,node_0233,node_0192,1.47,4186,active,voter (Total-weighted random choice)
1,node_0234,node_0473,0.98,1919,active,voter (Total-weighted random choice)
1,node_0235,node_0333,1.33,8106,active,voter (Total-weighted random choice)
1,node_0236,node_0052,0.68,2535,active,voter (Total-weighted random choice)
1,node_0237,node_0031,1.30,1445,active,voter (Total-weighted random choice)
1,node_0238,node_0052,1.07,9193,active,voter (Total-weighted random choice)
1,node_0239,node_0468,1.31,8611,active,voter (Total-weighted random choice)
1,node_0240,node_0466,1.37,4921,active,voter (Total-weighted random choice)
1,node_0241,node_0304,0.50,5053,active,voter (Total-weighted random choice)
1,node_0242,node_0367,0.81,1675,active,voter (Total-weighted random choice)
1,node_0243,node_0026,1.42,3507,active,voter (Total-weighted random choice)
1,node_0244,node_0476,0.99,2623,active,voter (Total-weighted random choice)
1,node_0245,node_0390,0.81,2614,active,voter (Total-weighted random choice)
1,node_0246,node_0367,0.83,9779,active,voter (Total-weighted random choice)
1,node_0247,node_0314,1.38,3842,active,voter (Total-weighted random choice)
1,node_0248,node_0360,0.72,7488,active,voter (Total-weighted random choice)
1,node_0249,node_0403,0.64,4384,active,voter (Total-weighted random choice)
1,node_0250,node_0016,0.65,7015,active,voter (Total-weighted random choice)
1,node_0251,node_0487,0.98,2491,active,voter (Total-weighted random choice)
1,node_0252,node_0289,0.60,1219,active,voter (Total-weighted random choice)
1,node_0253,node_0253,1.00,9799,active,self-vote (candidate self-stake)
1,node_0254,node_0067,0.83,7245,active,voter (Total-weighted random choice)
1,node_0255,node_0067,1.21,6644,active,voter (Total-weighted random choice)
1,node_0256,node_0466,1.08,7222,active,voter (Total-weighted random choice)
1,node_0257,node_0279,1.27,7128,active,voter (Total-weighted random choice)
1,node_0258,node_0258,1.00,473,active,self-vote (candidate self-stake)
1,node_0259,node_0403,0.53,4465,active,voter (Total-weighted random choice)
1,node_0260,node_0279,1.36,7758,active,voter (Total-weighted random choice)
1,node_0261,node_0279,1.05,4607,active,voter (Total-weighted random choice)
1,node_0262,node_0397,0.91,8106,active,voter (Total-weighted random choice)
1,node_0263,node_0258,1.17,5750,active,voter (Total-weighted random choice)
1,node_0264,node_0130,1.45,1763,active,voter (Total-weighted random choice)
1,node_0265,node_0480,1.06,6794,active,voter (Total-weighted random choice)
1,node_0266,node_0253,1.33,6611,active,voter (Total-weighted random choice)
1,node_0267,node_0333,1.46,7501,active,voter (Total-weighted random choice)
1,node_0268,node_0463,1.02,5346,active,voter (Total-weighted random choice)
1,node_0269,node_0363,1.42,8481,active,voter (Total-weighted random choice)
1,node_0270,node_0052,0.63,8939,active,voter (Total-weighted random choice)
1,node_0271,node_0383,1.20,3123,active,voter (Total-weighted random choice)
1,node_0272,node_0452,1.22,7292,active,voter (Total-weighted random choice)
1,node_0273,node_0067,0.59,4425,active,voter (Total-weighted random choice)
1,node_0274,node_0039,1.36,7228,active,voter (Total-weighted random choice)
1,node_0275,node_0289,0.94,2039,active,voter (Total-weighted random choice)
1,node_0276,node_0370,0.93,2644,active,voter (Total-weighted random choice)
1,node_0277,node_0192,0.60,9098,active,voter (Total-weighted random choice)
1,node_0278,node_0039,1.04,1908,active,voter (Total-weighted random choice)
1,node_0279,node_0279,1.00,2572,active,self-vote (candidate self-stake)
1,node_0280,node_0052,1.49,8387,active,voter (Total-weighted random choice)
1,node_0281,node_0367,0.66,7955,active,voter (Total-weighted random choice)
1,node_0282,node_0480,1.01,7533,active,voter (Total-weighted random choice)
1,node_0283,node_0459,0.94,3172,active,voter (Total-weighted random choice)
1,node_0284,node_0370,0.67,1193,active,voter (Total-weighted random choice)
1,node_0285,node_0285,1.00,5618,active,self-vote (candidate self-stake)
1,node_0286,node_0279,1.39,92,rejected,voter (Total-weighted random choice)
1,node_0287,node_0400,1.07,9666,active,voter (Total-weighted random choice)
1,node_0288,node_0480,1.32,2484,active,voter (Total-weighted random choice)
1,node_0289,node_0289,1.00,5704,active,self-vote (candidate self-stake)
1,node_0290,node_0452,0.55,7510,active,voter (Total-weighted random choice)
1,node_0291,node_0468,0.57,3962,active,voter (Total-weighted random choice)
1,node_0292,node_0333,0.85,6780,active,voter (Total-weighted random choice)
1,node_0293,node_0293,1.00,6296,active,self-vote (candidate self-stake)
1,node_0294,node_0289,1.04,8165,active,voter (Total-weighted random choice)
1,node_0295,node_0484,1.36,8279,active,voter (Total-weighted random choice)
1,node_0296,node_0192,0.53,1694,active,voter (Total-weighted random choice)
1,node_0297,node_0466,0.97,1683,active,voter (Total-weighted random choice)
1,node_0298,node_0047,0.69,301,active,voter (Total-weighted random choice)
1,node_0299,node_0206,0.72,2579,active,voter (Total-weighted random choice)
1,node_0300,node_0480,1.44,5596,active,voter (Total-weighted random choice)
1,node_0301,node_0333,0.67,1365,active,voter (Total-weighted random choice)
1,node_0302,node_0031,1.33,5238,active,voter (Total-weighted random choice)
1,node_0303,node_0279,1.43,8914,rejected,voter (Total-weighted random choice)
1,node_0304,node_0304,1.00,3896,active,self-vote (candidate self-stake)
1,node_0305,node_0480,1.40,3777,active,voter (Total-weighted random choice)
1,node_0306,node_0459,0.64,1662,active,voter (Total-weighted random choice)
1,node_0307,node_0352,0.53,7319,active,voter (Total-weighted random choice)
1,node_0308,node_0442,1.16,524,active,voter (Total-weighted random choice)
1,node_0309,node_0067,0.74,4856,active,voter (Total-weighted random choice)
1,node_0310,node_0285,1.12,2435,active,voter (Total-weighted random choice)
1,node_0311,node_0473,0.95,9322,active,voter (Total-weighted random choice)
1,node_0312,node_0312,1.00,2835,active,self-vote (candidate self-stake)
1,node_0313,node_0390,1.38,3995,active,voter (Total-weighted random choice)
1,node_0314,node_0314,1.00,3854,active,self-vote (candidate self-stake)
1,node_0315,node_0285,1.22,7579,active,voter (Total-weighted random choice)
1,node_0316,node_0487,1.11,7672,active,voter (Total-weighted random choice)
1,node_0317,node_0468,0.94,1260,active,voter (Total-weighted random choice)
1,node_0318,node_0487,1.49,9676,active,voter (Total-weighted random choice)
1,node_0319,node_0010,1.34,4147,active,voter (Total-weighted random choice)
1,node_0320,node_0314,0.66,3313,active,voter (Total-weighted random choice)
1,node_0321,node_0314,0.86,1797,active,voter (Total-weighted random choice)
1,node_0322,node_0031,1.44,9467,active,voter (Total-weighted random choice)
1,node_0323,node_0403,1.44,409,active,voter (Total-weighted random choice)
1,node_0324,node_0253,1.44,4547,active,voter (Total-weighted random choice)
1,node_0325,node_0083,1.36,9985,active,voter (Total-weighted random choice)
1,node_0326,node_0326,1.00,3820,active,self-vote (candidate self-stake)
1,node_0327,node_0026,1.07,3638,active,voter (Total-weighted random choice)
1,node_0328,node_0370,0.59,2290,active,voter (Total-weighted random choice)
1,node_0329,node_0403,1.39,5111,active,voter (Total-weighted random choice)
1,node_0330,node_0052,1.16,9545,active,voter (Total-weighted random choice)
1,node_0331,node_0010,1.19,1526,active,voter (Total-weighted random choice)
1,node_0332,node_0397,1.04,6857,active,voter (Total-weighted random choice)
1,node_0333,node_0333,1.00,8887,active,self-vote (candidate self-stake)
1,node_0334,node_0476,1.34,8747,active,voter (Total-weighted random choice)
1,node_0335,node_0363,1.17,2745,active,voter (Total-weighted random choice)
1,node_0336,node_0336,1.00,4885,active,self-vote (candidate self-stake)
1,node_0337,node_0039,1.21,1936,active,voter (Total-weighted random choice)
1,node_0338,node_0010,0.79,2356,active,voter (Total-weighted random choice)
1,node_0339,node_0285,1.17,6561,active,voter (Total-weighted random choice)
1,node_0340,node_0304,0.75,1529,active,voter (Total-weighted random choice)
1,node_0341,node_0352,0.62,4382,active,voter (Total-weighted random choice)
1,node_0342,node_0376,0.83,6088,active,voter (Total-weighted random choice)
1,node_0343,node_0279,1.39,9627,active,voter (Total-weighted random choice)
1,node_0344,node_0484,1.39,1825,active,voter (Total-weighted random choice)
1,node_0345,node_0312,0.84,460,active,voter (Total-weighted random choice)
1,node_0346,node_0285,1.00,3676,active,voter (Total-weighted random choice)
1,node_0347,node_0031,1.13,5001,active,voter (Total-weighted random choice)
1,node_0348,node_0451,0.84,2340,active,voter (Total-weighted random choice)
1,node_0349,node_0097,1.20,5036,active,voter (Total-weighted random choice)
1,node_0350,node_0397,0.86,1642,active,voter (Total-weighted random choice)
1,node_0351,node_0279,1.47,6417,rejected,voter (Total-weighted random choice)
1,node_0352,node_0352,1.00,9672,active,self-vote (candidate self-stake)
1,node_0353,node_0067,0.55,6847,active,voter (Total-weighted random choice)
1,node_0354,node_0253,0.72,6736,active,voter (Total-weighted random choice)
1,node_0355,node_0400,1.35,586,active,voter (Total-weighted random choice)
1,node_0356,node_0304,1.42,7314,active,voter (Total-weighted random choice)
1,node_0357,node_0473,0.67,5992,active,voter (Total-weighted random choice)
1,node_0358,node_0383,1.23,8970,active,voter (Total-weighted random choice)
1,node_0359,node_0473,0.59,1042,active,voter (Total-weighted random choice)
1,node_0360,node_0360,1.00,2051,active,self-vote (candidate self-stake)
1,node_0361,node_0031,0.52,1551,active,voter (Total-weighted random choice)
1,node_0362,node_0397,0.62,878,active,voter (Total-weighted random choice)
1,node_0363,node_0363,1.00,2113,active,self-vote (candidate self-stake)
1,node_0364,node_0039,0.71,1174,active,voter (Total-weighted random choice)
1,node_0365,node_0360,0.83,9657,active,voter (Total-weighted random choice)
1,node_0366,node_0279,0.77,5433,active,voter (Total-weighted random choice)
1,node_0367,node_0367,1.00,4592,active,self-vote (candidate self-stake)
1,node_0368,node_0367,0.83,2179,active,voter (Total-weighted random choice)
1,node_0369,node_0466,0.84,1851,active,voter (Total-weighted random choice)
1,node_0370,node_0370,1.00,2209,active,self-vote (candidate self-stake)
1,node_0371,node_0466,1.02,9697,active,voter (Total-weighted random choice)
1,node_0372,node_0468,1.16,4397,active,voter (Total-weighted random choice)
1,node_0373,node_0459,1.40,8669,active,voter (Total-weighted random choice)
1,node_0374,node_0370,1.16,7852,active,voter (Total-weighted random choice)
1,node_0375,node_0067,1.38,8458,active,voter (Total-weighted random choice)
1,node_0376,node_0376,1.00,8304,active,self-vote (candidate self-stake)
1,node_0377,node_0047,1.44,8593,active,voter (Total-weighted random choice)
1,node_0378,node_0378,1.00,1046,active,self-vote (candidate self-stake)
1,node_0379,node_0026,0.54,7034,active,voter (Total-weighted random choice)
1,node_0380,node_0468,1.13,7317,active,voter (Total-weighted random choice)
1,node_0381,node_0475,1.00,5327,active,voter (Total-weighted random choice)
1,node_0382,node_0336,0.86,2117,active,voter (Total-weighted random choice)
1,node_0383,node_0383,1.00,6290,active,self-vote (candidate self-stake)
1,node_0384,node_0304,1.10,7483,active,voter (Total-weighted random choice)
1,node_0385,node_0097,0.83,1674,active,voter (Total-weighted random choice)
1,node_0386,node_0370,1.29,9083,active,voter (Total-weighted random choice)
1,node_0387,node_0010,1.43,7096,active,voter (Total-weighted random choice)
1,node_0388,node_0047,0.57,6829,active,voter (Total-weighted random choice)
1,node_0389,node_0352,1.24,6582,active,voter (Total-weighted random choice)
1,node_0390,node_0390,1.00,5170,active,self-vote (candidate self-stake)
1,node_0391,node_0279,0.56,6182,active,voter (Total-weighted random choice)
1,node_0392,node_0016,0.77,1149,active,voter (Total-weighted random choice)
1,node_0393,node_0031,0.79,1577,active,voter (Total-weighted random choice)
1,node_0394,node_0285,0.62,2181,active,voter (Total-weighted random choice)
1,node_0395,node_0376,0.53,2052,active,voter (Total-weighted random choice)
1,node_0396,node_0480,0.57,892,active,voter (Total-weighted random choice)
1,node_0397,node_0397,1.00,5811,active,self-vote (candidate self-stake)
1,node_0398,node_0468,0.70,2585,active,voter (Total-weighted random choice)
