Block_id,type,account_id,Election_id,round_id,Total_rewards
block_0075,PDDPoS,node_0333,1,3,733
block_0076,PDDPoS,node_0201,1,3,662
block_0077,PDDPoS,node_0421,1,3,778
block_0078,PDDPoS,node_0425,1,3,559
block_0079,PDDPoS,node_0500,1,3,619
block_0080,PDDPoS,node_0475,1,3,601
block_0081,PDDPoS,node_0192,1,3,734
block_0082,PDDPoS,node_0103,1,3,671
block_0083,PDDPoS,node_0049,1,3,710
block_0084,PDDPoS,node_0077,1,3,552
block_0085,PDDPoS,node_0067,1,3,548
block_0086,PDDPoS,node_0039,1,3,778
block_0087,PDDPoS,node_0352,1,3,562
block_0088,PDDPoS,node_0459,1,3,729
block_0089,PDDPoS,node_0463,1,3,778
block_0090,PDDPoS,node_0003,1,3,775
block_0091,PDDPoS,node_0486,1,4,766
block_0092,PDDPoS,node_0303,1,4,778
block_0093,PDDPoS,node_0497,1,4,690
block_0094,PDDPoS,node_0086,1,4,687
block_0095,PDDPoS,node_0209,1,4,767
block_0096,PDDPoS,node_0442,1,4,708
block_0097,PDDPoS,node_0315,1,4,778
block_0098,PDDPoS,node_0403,1,4,633
block_0099,PDDPoS,node_0336,1,4,700
block_0100,PDDPoS,node_0383,1,4,552
block_0101,PDDPoS,node_0479,1,4,776
block_0102,PDDPoS,node_0450,1,4,777
block_0103,PDDPoS,node_0496,1,4,654
block_0104,PDDPoS,node_0194,1,4,597
block_0105,PDDPoS,node_0333,1,4,777
block_0106,PDDPoS,node_0201,1,4,670
block_0107,PDDPoS,node_0421,1,4,548
block_0108,PDDPoS,node_0425,1,4,621
block_0109,PDDPoS,node_0500,1,4,641
block_0110,PDDPoS,node_0475,1,4,676
block_0111,PDDPoS,node_0192,1,4,686
block_0112,PDDPoS,node_0103,1,4,740
block_0113,PDDPoS,node_0049,1,4,757
block_0114,PDDPoS,node_0077,1,4,775
block_0115,PDDPoS,node_0067,1,4,775
block_0116,PDDPoS,node_0039,1,4,742
block_0117,PDDPoS,node_0352,1,4,684
block_0118,PDDPoS,node_0459,1,4,666
block_0119,PDDPoS,node_0463,1,4,776
block_0120,PDDPoS,node_0003,1,4,562
block_0121,PDDPoS,node_0486,1,5,723
block_0122,PDDPoS,node_0303,1,5,661
block_0123,PDDPoS,node_0497,1,5,775
block_0124,PDDPoS,node_0086,1,5,570
block_0125,PDDPoS,node_0209,1,5,535
block_0126,PDDPoS,node_0442,1,5,662
block_0127,PDDPoS,node_0315,1,5,638
block_0128,PDDPoS,node_0403,1,5,587
block_0129,PDDPoS,node_0336,1,5,777
block_0130,PDDPoS,node_0383,1,5,663
block_0131,PDDPoS,node_0479,1,5,701
block_0132,PDDPoS,node_0450,1,5,633
block_0133,PDDPoS,node_0496,1,5,774
block_0134,PDDPoS,node_0194,1,5,691
block_0135,PDDPoS,node_0333,1,5,772
block_0136,PDDPoS,node_0201,1,5,538
block_0137,PDDPoS,node_0421,1,5,776
block_0138,PDDPoS,node_0425,1,5,611
block_0139,PDDPoS,node_0500,1,5,738
block_0140,PDDPoS,node_0475,1,5,644
block_0141,PDDPoS,node_0192,1,5,668
block_0142,PDDPoS,node_0103,1,5,712
block_0143,PDDPoS,node_0046,1,5,553
block_0144,PDDPoS,node_0067,1,5,580
block_0145,PDDPoS,node_0067,1,5,778
block_0146,PDDPoS,node_0039,1,5,775
block_0147,PDDPoS,node_0352,1,5,711
block_0148,PDDPoS,node_0459,1,5,778
block_0149,PDDPoS,node_0463,1,5,667
block_0150,PDDPoS,node_0003,1,5,777
block_0151,PDDPoS,node_0486,1,6,703
block_0152,PDDPoS,node_0303,1,6,750
block_0153,PDDPoS,node_0497,1,6,777
block_0154,PDDPoS,node_0086,1,6,627
block_0155,PDDPoS,node_0209,1,6,596
block_0156,PDDPoS,node_0442,1,6,754
block_0157,PDDPoS,node_0315,1,6,771
block_0158,PDDPoS,node_0403,1,6,625
block_0159,PDDPoS,node_0336,1,6,705
block_0160,PDDPoS,node_0383,1,6,756
block_0161,PDDPoS,node_0479,1,6,731
block_0162,PDDPoS,node_0450,1,6,777
block_0163,PDDPoS,node_0496,1,6,664
block_0164,PDDPoS,node_0194,1,6,776
block_0165,PDDPoS,node_0333,1,6,649
block_0166,PDDPoS,node_0201,1,6,777
block_0167,PDDPoS,node_0421,1,6,681
block_0168,PDDPoS,node_0425,1,6,709
block_0169,PDDPoS,node_0500,1,6,778
block_0170,PDDPoS,node_0475,1,6,543
block_0171,PDDPoS,node_0498,1,6,605
block_0172,PDDPoS,node_0103,1,6,760
block_0173,PDDPoS,node_0046,1,6,655
block_0174,PDDPoS,node_0120,1,6,735
block_0175,PDDPoS,node_0067,1,6,777
block_0176,PDDPoS,node_0039,1,6,640
block_0177,PDDPoS,node_0352,1,6,633
block_0178,PDDPoS,node_0459,1,6,545
block_0179,PDDPoS,node_0003,1,6,775
block_0180,PDDPoS,node_0003,1,6,603
block_0181,PDDPoS,node_0486,1,7,777
block_0182,PDDPoS,node_0303,1,7,637
block_0183,PDDPoS,node_0497,1,7,559
block_0184,PDDPoS,node_0086,1,7,525
block_0185,PDDPoS,node_0010,1,7,662
block_0186,PDDPoS,node_0442,1,7,774
block_0187,PDDPoS,node_0315,1,7,776
block_0188,PDDPoS,node_0403,1,7,543
block_0189,PDDPoS,node_0336,1,7,605
block_0190,PDDPoS,node_0383,1,7,774
block_0191,PDDPoS,node_0479,1,7,608
block_0192,PDDPoS,node_0450,1,7,709
block_0193,PDDPoS,node_0496,1,7,774
block_0194,PDDPoS,node_0194,1,7,661
block_0195,PDDPoS,node_0333,1,7,698
block_0196,PDDPoS,node_0201,1,7,670
block_0197,PDDPoS,node_0421,1,7,560
block_0198,PDDPoS,node_0425,1,7,776
block_0199,PDDPoS,node_0500,1,7,534
block_0200,PDDPoS,node_0475,1,7,564
block_0201,PDDPoS,node_0498,1,7,659
block_0202,PDDPoS,node_0103,1,7,771
block_0203,PDDPoS,node_0046,1,7,775
block_0204,PDDPoS,node_0120,1,7,563
block_0205,PDDPoS,node_0067,1,7,622
block_0206,PDDPoS,node_0039,1,7,563
block_0207,PDDPoS,node_0352,1,7,716
block_0208,PDDPoS,node_0459,1,7,536
block_0209,PDDPoS,node_0406,1,7,643
block_0210,PDDPoS,node_0003,1,7,625
block_0211,PDDPoS,node_0486,1,8,707
block_0212,PDDPoS,node_0303,1,8,673
block_0213,PDDPoS,node_0497,1,8,776
block_0214,PDDPoS,node_0086,1,8,776
block_0215,PDDPoS,node_0010,1,8,566
block_0216,PDDPoS,node_0442,1,8,535
block_0217,PDDPoS,node_0315,1,8,591
block_0218,PDDPoS,node_0403,1,8,778
block_0219,PDDPoS,node_0336,1,8,778
block_0220,PDDPoS,node_0383,1,8,778
block_0221,PDDPoS,node_0479,1,8,776
block_0222,PDDPoS,node_0450,1,8,655
block_0223,PDDPoS,node_0496,1,8,759
block_0224,PDDPoS,node_0194,1,8,568
block_0225,PDDPoS,node_0333,1,8,537
block_0226,PDDPoS,node_0201,1,8,571
block_0227,PDDPoS,node_0421,1,8,585
block_0228,PDDPoS,node_0425,1,8,777
block_0229,PDDPoS,node_0500,1,8,777
block_0230,PDDPoS,node_0475,1,8,588
block_0231,PDDPoS,node_0498,1,8,614
block_0232,PDDPoS,node_0370,1,8,682
block_0233,PDDPoS,node_0046,1,8,651
block_0234,PDDPoS,node_0120,1,8,697
block_0235,PDDPoS,node_0067,1,8,773
block_0236,PDDPoS,node_0039,1,8,695
block_0237,PDDPoS,node_0352,1,8,594
block_0238,PDDPoS,node_0459,1,8,777
block_0239,PDDPoS,node_0406,1,8,770
block_0240,PDDPoS,node_0003,1,8,778
block_0241,PDDPoS,node_0486,1,9,613
block_0242,PDDPoS,node_0303,1,9,777
block_0243,PDDPoS,node_0497,1,9,692
block_0244,PDDPoS,node_0086,1,9,763
block_0245,PDDPoS,node_0010,1,9,774
block_0246,PDDPoS,node_0031,1,9,555
block_0247,PDDPoS,node_0315,1,9,627
block_0248,PDDPoS,node_0403,1,9,776
block_0249,PDDPoS,node_0336,1,9,606
block_0250,PDDPoS,node_0383,1,9,777
block_0251,PDDPoS,node_0479,1,9,745
block_0252,PDDPoS,node_0450,1,9,777
block_0253,PDDPoS,node_0496,1,9,650
block_0254,PDDPoS,node_0194,1,9,647
block_0255,PDDPoS,node_0201,1,9,619
block_0256,PDDPoS,node_0201,1,9,752
block_0257,PDDPoS,node_0421,1,9,659
block_0258,PDDPoS,node_0425,1,9,776
block_0259,PDDPoS,node_0500,1,9,772
block_0260,PDDPoS,node_0475,1,9,778
block_0261,PDDPoS,node_0498,1,9,778
block_0262,PDDPoS,node_0370,1,9,728
block_0263,PDDPoS,node_0046,1,9,778
block_0264,PDDPoS,node_0120,1,9,639
block_0265,PDDPoS,node_0067,1,9,778
block_0266,PDDPoS,node_0039,1,9,649
block_0267,PDDPoS,node_0352,1,9,757
block_0268,PDDPoS,node_0459,1,9,777
block_0269,PDDPoS,node_0406,1,9,613
block_0270,PDDPoS,node_0003,1,9,699
block_0271,PDDPoS,node_0486,1,10,638
block_0272,PDDPoS,node_0303,1,10,689
block_0273,PDDPoS,node_0497,1,10,755
block_0274,PDDPoS,node_0086,1,10,587
block_0275,PDDPoS,node_0010,1,10,680
block_0276,PDDPoS,node_0031,1,10,533
block_0277,PDDPoS,node_0315,1,10,777
block_0278,PDDPoS,node_0403,1,10,777
block_0279,PDDPoS,node_0336,1,10,630
block_0280,PDDPoS,node_0383,1,10,776
block_0281,PDDPoS,node_0479,1,10,776
block_0282,PDDPoS,node_0450,1,10,532
block_0283,PDDPoS,node_0496,1,10,535
block_0284,PDDPoS,node_0194,1,10,566
block_0285,PDDPoS,node_0271,1,10,778
block_0286,PDDPoS,node_0201,1,10,766
block_0287,PDDPoS,node_0421,1,10,637
block_0288,PDDPoS,node_0425,1,10,648
block_0289,PDDPoS,node_0097,1,10,585
block_0290,PDDPoS,node_0475,1,10,778
block_0291,PDDPoS,node_0498,1,10,777
block_0292,PDDPoS,node_0370,1,10,588
block_0293,PDDPoS,node_0046,1,10,602
block_0294,PDDPoS,node_0120,1,10,724
block_0295,PDDPoS,node_0067,1,10,591
block_0296,PDDPoS,node_0039,1,10,611
block_0297,PDDPoS,node_0459,1,10,548
block_0298,PDDPoS,node_0459,1,10,677
block_0299,PDDPoS,node_0406,1,10,741
block_0300,PDDPoS,node_0003,1,10,574
block_0301,PDDPoS,node_0256,2,1,778
block_0302,PDDPoS,node_0084,2,1,569
block_0303,PDDPoS,node_0401,2,1,596
block_0304,PDDPoS,node_0461,2,1,559
block_0305,PDDPoS,node_0302,2,1,668
block_0306,PDDPoS,node_0133,2,1,599
block_0307,PDDPoS,node_0386,2,1,775
block_0308,PDDPoS,node_0493,2,1,585
block_0309,PDDPoS,node_0052,2,1,750
block_0310,PDDPoS,node_0343,2,1,608
block_0311,PDDPoS,node_0100,2,1,574
block_0312,PDDPoS,node_0443,2,1,777
block_0313,PDDPoS,node_0093,2,1,625
block_0314,PDDPoS,node_0114,2,1,698
block_0315,PDDPoS,node_0161,2,1,712
block_0316,PDDPoS,node_0282,2,1,738
block_0317,PDDPoS,node_0435,2,1,562
block_0318,PDDPoS,node_0484,2,1,777
block_0319,PDDPoS,node_0285,2,1,714
block_0320,PDDPoS,node_0307,2,1,636
block_0321,PDDPoS,node_0060,2,1,778
block_0322,PDDPoS,node_0270,2,1,651
block_0323,PDDPoS,node_0424,2,1,777
block_0324,PDDPoS,node_0359,2,1,623
block_0325,PDDPoS,node_0080,2,1,774
block_0326,PDDPoS,node_0193,2,1,536
block_0327,PDDPoS,node_0193,2,1,764
block_0328,PDDPoS,node_0141,2,1,563
block_0329,PDDPoS,node_0409,2,1,778
block_0330,PDDPoS,node_0489,2,1,774
block_0331,PDDPoS,node_0256,2,2,591
block_0332,PDDPoS,node_0084,2,2,599
block_0333,PDDPoS,node_0401,2,2,602
block_0334,PDDPoS,node_0461,2,2,775
block_0335,PDDPoS,node_0302,2,2,778
block_0336,PDDPoS,node_0133,2,2,561
block_0337,PDDPoS,node_0386,2,2,715
block_0338,PDDPoS,node_0493,2,2,588
block_0339,PDDPoS,node_0052,2,2,619
block_0340,PDDPoS,node_0343,2,2,755
block_0341,PDDPoS,node_0138,2,2,634
block_0342,PDDPoS,node_0443,2,2,581
block_0343,PDDPoS,node_0093,2,2,688
block_0344,PDDPoS,node_0114,2,2,604
block_0345,PDDPoS,node_0161,2,2,676
block_0346,PDDPoS,node_0282,2,2,664
block_0347,PDDPoS,node_0435,2,2,530
block_0348,PDDPoS,node_0484,2,2,531
block_0349,PDDPoS,node_0285,2,2,570
block_0350,PDDPoS,node_0307,2,2,527
block_0351,PDDPoS,node_0060,2,2,727
block_0352,PDDPoS,node_0270,2,2,591
block_0353,PDDPoS,node_0424,2,2,705
block_0354,PDDPoS,node_0359,2,2,775
block_0355,PDDPoS,node_0080,2,2,672
block_0356,PDDPoS,node_0067,2,2,630
block_0357,PDDPoS,node_0193,2,2,563
block_0358,PDDPoS,node_0141,2,2,622
block_0359,PDDPoS,node_0409,2,2,575
block_0360,PDDPoS,node_0489,2,2,776
block_0361,PDDPoS,node_0256,2,3,769
block_0362,PDDPoS,node_0084,2,3,674
block_0363,PDDPoS,node_0401,2,3,765
block_0364,PDDPoS,node_0461,2,3,596
block_0365,PDDPoS,node_0302,2,3,718
block_0366,PDDPoS,node_0133,2,3,748
block_0367,PDDPoS,node_0386,2,3,677
block_0368,PDDPoS,node_0493,2,3,620
block_0369,PDDPoS,node_0457,2,3,773
block_0370,PDDPoS,node_0343,2,3,773
block_0371,PDDPoS,node_0138,2,3,775
block_0372,PDDPoS,node_0443,2,3,671
block_0373,PDDPoS,node_0093,2,3,721
block_0374,PDDPoS,node_0114,2,3,683
block_0375,PDDPoS,node_0161,2,3,777
block_0376,PDDPoS,node_0282,2,3,775
block_0377,PDDPoS,node_0435,2,3,670
block_0378,PDDPoS,node_0484,2,3,774
block_0379,PDDPoS,node_0285,2,3,738
block_0380,PDDPoS,node_0307,2,3,586
block_0381,PDDPoS,node_0060,2,3,644
block_0382,PDDPoS,node_0270,2,3,761
block_0383,PDDPoS,node_0424,2,3,774
block_0384,PDDPoS,node_0359,2,3,577
block_0385,PDDPoS,node_0080,2,3,737
block_0386,PDDPoS,node_0067,2,3,773
block_0387,PDDPoS,node_0193,2,3,734
block_0388,PDDPoS,node_0141,2,3,556
block_0389,PDDPoS,node_0409,2,3,536
block_0390,PDDPoS,node_0489,2,3,661
block_0391,PDDPoS,node_0256,2,4,693
block_0392,PDDPoS,node_0084,2,4,778
block_0393,PDDPoS,node_0401,2,4,776
block_0394,PDDPoS,node_0302,2,4,756
block_0395,PDDPoS,node_0302,2,4,775
block_0396,PDDPoS,node_0133,2,4,562
block_0397,PDDPoS,node_0386,2,4,777
block_0398,PDDPoS,node_0493,2,4,550
block_0399,PDDPoS,node_0457,2,4,675
block_0400,PDDPoS,node_0343,2,4,530
block_0401,PDDPoS,node_0138,2,4,775
block_0402,PDDPoS,node_0443,2,4,714
block_0403,PDDPoS,node_0093,2,4,603
block_0404,PDDPoS,node_0114,2,4,609
block_0405,PDDPoS,node_0365,2,4,579
block_0406,PDDPoS,node_0282,2,4,561
block_0407,PDDPoS,node_0435,2,4,525
block_0408,PDDPoS,node_0484,2,4,582
block_0409,PDDPoS,node_0285,2,4,652
block_0410,PDDPoS,node_0307,2,4,768
block_0411,PDDPoS,node_0060,2,4,714
block_0412,PDDPoS,node_0270,2,4,721
block_0413,PDDPoS,node_0424,2,4,660
block_0414,PDDPoS,node_0359,2,4,636
block_0415,PDDPoS,node_0080,2,4,636
block_0416,PDDPoS,node_0067,2,4,668
block_0417,PDDPoS,node_0193,2,4,770
block_0418,PDDPoS,node_0141,2,4,709
block_0419,PDDPoS,node_0409,2,4,718
block_0420,PDDPoS,node_0489,2,4,651
block_0421,PDDPoS,node_0256,2,5,774
block_0422,PDDPoS,node_0084,2,5,772
block_0423,PDDPoS,node_0401,2,5,558
block_0424,PDDPoS,node_0034,2,5,542
block_0425,PDDPoS,node_0133,2,5,626
block_0426,PDDPoS,node_0133,2,5,639
block_0427,PDDPoS,node_0386,2,5,547
block_0428,PDDPoS,node_0493,2,5,557
block_0429,PDDPoS,node_0457,2,5,772
block_0430,PDDPoS,node_0138,2,5,576
block_0431,PDDPoS,node_0138,2,5,777
block_0432,PDDPoS,node_0443,2,5,588
block_0433,PDDPoS,node_0093,2,5,532
block_0434,PDDPoS,node_0114,2,5,676
block_0435,PDDPoS,node_0365,2,5,730
block_0436,PDDPoS,node_0282,2,5,654
block_0437,PDDPoS,node_0435,2,5,774
block_0438,PDDPoS,node_0484,2,5,777
block_0439,PDDPoS,node_0285,2,5,754
block_0440,PDDPoS,node_0307,2,5,608
block_0441,PDDPoS,node_0060,2,5,774
block_0442,PDDPoS,node_0239,2,5,642
block_0443,PDDPoS,node_0424,2,5,775
block_0444,PDDPoS,node_0359,2,5,752
block_0445,PDDPoS,node_0080,2,5,563
block_0446,PDDPoS,node_0067,2,5,564
block_0447,PDDPoS,node_0193,2,5,538
block_0448,PDDPoS,node_0141,2,5,583
block_0449,PDDPoS,node_0409,2,5,536
block_0450,PDDPoS,node_0489,2,5,532
block_0451,PDDPoS,node_0256,2,6,587
block_0452,PDDPoS,node_0084,2,6,775
block_0453,PDDPoS,node_0401,2,6,613
block_0454,PDDPoS,node_0034,2,6,776
block_0455,PDDPoS,node_0370,2,6,771
block_0456,PDDPoS,node_0133,2,6,775
block_0457,PDDPoS,node_0386,2,6,724
block_0458,PDDPoS,node_0493,2,6,584
block_0459,PDDPoS,node_0457,2,6,772
block_0460,PDDPoS,node_0482,2,6,774
block_0461,PDDPoS,node_0138,2,6,614
block_0462,PDDPoS,node_0443,2,6,774
block_0463,PDDPoS,node_0093,2,6,584
block_0464,PDDPoS,node_0114,2,6,715
block_0465,PDDPoS,node_0365,2,6,536
block_0466,PDDPoS,node_0282,2,6,558
block_0467,PDDPoS,node_0435,2,6,735
block_0468,PDDPoS,node_0484,2,6,636
block_0469,PDDPoS,node_0285,2,6,575
block_0470,PDDPoS,node_0307,2,6,678
block_0471,PDDPoS,node_0060,2,6,687
block_0472,PDDPoS,node_0239,2,6,772
block_0473,PDDPoS,node_0424,2,6,718
block_0474,PDDPoS,node_0359,2,6,552
block_0475,PDDPoS,node_0080,2,6,640
block_0476,PDDPoS,node_0067,2,6,549
block_0477,PDDPoS,node_0193,2,6,777
block_0478,PDDPoS,node_0141,2,6,617
block_0479,PDDPoS,node_0409,2,6,776
block_0480,PDDPoS,node_0489,2,6,602
block_0481,PDDPoS,node_0256,2,7,737
block_0482,PDDPoS,node_0084,2,7,539
block_0483,PDDPoS,node_0401,2,7,695
block_0484,PDDPoS,node_0034,2,7,640
block_0485,PDDPoS,node_0370,2,7,737
block_0486,PDDPoS,node_0133,2,7,777
block_0487,PDDPoS,node_0386,2,7,597
block_0488,PDDPoS,node_0493,2,7,756
block_0489,PDDPoS,node_0457,2,7,602
block_0490,PDDPoS,node_0482,2,7,601
block_0491,PDDPoS,node_0138,2,7,549
block_0492,PDDPoS,node_0443,2,7,733
block_0493,PDDPoS,node_0093,2,7,560
block_0494,PDDPoS,node_0114,2,7,539
block_0495,PDDPoS,node_0365,2,7,671
block_0496,PDDPoS,node_0282,2,7,610
block_0497,PDDPoS,node_0435,2,7,591
block_0498,PDDPoS,node_0484,2,7,618
block_0499,PDDPoS,node_0285,2,7,634
block_0500,PDDPoS,node_0307,2,7,737
block_0501,PDDPoS,node_0060,2,7,775
block_0502,PDDPoS,node_0239,2,7,712
block_0503,PDDPoS,node_0424,2,7,771
block_0504,PDDPoS,node_0359,2,7,640
block_0505,PDDPoS,node_0080,2,7,696
block_0506,PDDPoS,node_0067,2,7,590
block_0507,PDDPoS,node_0193,2,7,681
block_0508,PDDPoS,node_0141,2,7,771
block_0509,PDDPoS,node_0409,2,7,774
block_0510,PDDPoS,node_0489,2,7,685
block_0511,PDDPoS,node_0256,2,8,537
block_0512,PDDPoS,node_0084,2,8,710
block_0513,PDDPoS,node_0401,2,8,777
block_0514,PDDPoS,node_0370,2,8,679
block_0515,PDDPoS,node_0370,2,8,714
block_0516,PDDPoS,node_0133,2,8,594
block_0517,PDDPoS,node_0386,2,8,580
block_0518,PDDPoS,node_0493,2,8,703
block_0519,PDDPoS,node_0457,2,8,623
block_0520,PDDPoS,node_0482,2,8,700
block_0521,PDDPoS,node_0138,2,8,547
block_0522,PDDPoS,node_0443,2,8,575
block_0523,PDDPoS,node_0093,2,8,538
block_0524,PDDPoS,node_0114,2,8,573
block_0525,PDDPoS,node_0365,2,8,774
block_0526,PDDPoS,node_0282,2,8,773
block_0527,PDDPoS,node_0435,2,8,775
block_0528,PDDPoS,node_0484,2,8,526
block_0529,PDDPoS,node_0285,2,8,631
block_0530,PDDPoS,node_0307,2,8,675
block_0531,PDDPoS,node_0060,2,8,773
block_0532,PDDPoS,node_0239,2,8,714
block_0533,PDDPoS,node_0424,2,8,739
block_0534,PDDPoS,node_0359,2,8,775
block_0535,PDDPoS,node_0067,2,8,597
block_0536,PDDPoS,node_0067,2,8,774
block_0537,PDDPoS,node_0193,2,8,552
block_0538,PDDPoS,node_0141,2,8,622
block_0539,PDDPoS,node_0409,2,8,666
block_0540,PDDPoS,node_0489,2,8,753
block_0541,PDDPoS,node_0256,2,9,701
block_0542,PDDPoS,node_0084,2,9,774
block_0543,PDDPoS,node_0401,2,9,562
block_0544,PDDPoS,node_0168,2,9,775
block_0545,PDDPoS,node_0370,2,9,724
block_0546,PDDPoS,node_0133,2,9,567
block_0547,PDDPoS,node_0386,2,9,634
block_0548,PDDPoS,node_0493,2,9,773
block_0549,PDDPoS,node_0457,2,9,664
block_0550,PDDPoS,node_0482,2,9,619
block_0551,PDDPoS,node_0138,2,9,738
block_0552,PDDPoS,node_0443,2,9,590
block_0553,PDDPoS,node_0114,2,9,650
block_0554,PDDPoS,node_0114,2,9,558
block_0555,PDDPoS,node_0365,2,9,738
block_0556,PDDPoS,node_0282,2,9,671
block_0557,PDDPoS,node_0435,2,9,776
block_0558,PDDPoS,node_0484,2,9,731
block_0559,PDDPoS,node_0285,2,9,777
block_0560,PDDPoS,node_0307,2,9,748
block_0561,PDDPoS,node_0060,2,9,698
block_0562,PDDPoS,node_0239,2,9,710
block_0563,PDDPoS,node_0424,2,9,737
block_0564,PDDPoS,node_0359,2,9,561
block_0565,PDDPoS,node_0067,2,9,592
block_0566,PDDPoS,node_0067,2,9,578
block_0567,PDDPoS,node_0193,2,9,770
block_0568,PDDPoS,node_0141,2,9,689
block_0569,PDDPoS,node_0409,2,9,668
block_0570,PDDPoS,node_0489,2,9,777
block_0571,PDDPoS,node_0256,2,10,583
block_0572,PDDPoS,node_0084,2,10,671
block_0573,PDDPoS,node_0401,2,10,755
block_0574,PDDPoS,node_0168,2,10,540
block_0575,PDDPoS,node_0370,2,10,641
block_0576,PDDPoS,node_0046,2,10,776
block_0577,PDDPoS,node_0386,2,10,561
block_0578,PDDPoS,node_0493,2,10,616
block_0579,PDDPoS,node_0457,2,10,769
block_0580,PDDPoS,node_0482,2,10,579
block_0581,PDDPoS,node_0138,2,10,776
block_0582,PDDPoS,node_0443,2,10,654
block_0583,PDDPoS,node_0422,2,10,655
block_0584,PDDPoS,node_0312,2,10,770
block_0585,PDDPoS,node_0365,2,10,753
block_0586,PDDPoS,node_0282,2,10,773
block_0587,PDDPoS,node_0435,2,10,775
block_0588,PDDPoS,node_0484,2,10,776
block_0589,PDDPoS,node_0285,2,10,749
block_0590,PDDPoS,node_0307,2,10,620
block_0591,PDDPoS,node_0060,2,10,760
block_0592,PDDPoS,node_0239,2,10,773
block_0593,PDDPoS,node_0424,2,10,708
block_0594,PDDPoS,node_0359,2,10,741
block_0595,PDDPoS,node_0201,2,10,617
block_0596,PDDPoS,node_0067,2,10,564
block_0597,PDDPoS,node_0193,2,10,601
block_0598,PDDPoS,node_0141,2,10,563
block_0599,PDDPoS,node_0409,2,10,660
block_0600,PDDPoS,node_0489,2,10,771
block_0601,PDDPoS,node_0104,3,1,711
block_0602,PDDPoS,node_0261,3,1,775
block_0603,PDDPoS,node_0439,3,1,573
block_0604,PDDPoS,node_0280,3,1,715
block_0605,PDDPoS,node_0486,3,1,554
block_0606,PDDPoS,node_0484,3,1,754
